('BF', 0)      [(0.0, 0.0), (0.02162, 0.006802), (0.061639, 0.012908), (0.423341, 0.050362), (0.690918, 0.189516), (0.939901, 0.039193), (0.000348, 4.9e-05)]
('GS', 0)      [(0.0, 0.0), (0.0, 0.0), (0.081693, 0.02878), (0.234217, 0.059307), (0.35555, 0.133485), (0.800863, 0.13714), (0.004107, 0.002401)]
('IDP', 0)     [(0.088908, 0.029823), (0.041767, 0.01176), (0.329746, 0.024949), (0.155846, 0.029235), (0.834798, 0.113034), (0.255371, 0.048942), (0.003131, 0.000289)]
('IDP', 1)     [(0.14978, 0.038959), (0.070051, 0.018509), (0.43413, 0.028233), (0.179549, 0.037131), (0.877157, 0.086077), (0.150309, 0.042374), (0.004435, 0.000359)]
('IDP', 2)     [(0.176229, 0.040826), (0.084052, 0.020997), (0.456028, 0.030805), (0.197959, 0.039281), (0.887939, 0.07995), (0.108398, 0.032689), (0.004573, 0.000402)]
('IDP', 3)     [(0.041341, 0.022509), (0.032352, 0.008042), (0.207041, 0.019582), (0.198224, 0.026881), (0.758016, 0.148613), (0.454997, 0.057969), (0.002145, 0.000223)]
('IDR', 0)     [(0.034261, 0.021613), (0.031148, 0.009325), (0.277602, 0.022244), (0.148249, 0.025874), (0.822591, 0.114561), (0.566406, 0.154204), (0.001725, 0.000148)]
('IDR', 1)     [(0.058919, 0.02533), (0.042411, 0.012412), (0.372846, 0.028639), (0.135859, 0.025391), (0.880208, 0.073272), (0.495687, 0.164027), (0.002401, 0.000207)]
('IDR', 2)     [(0.075439, 0.028374), (0.047766, 0.01388), (0.402289, 0.030624), (0.137466, 0.026777), (0.901978, 0.063956), (0.445272, 0.169464), (0.002385, 0.000193)]
('IDR', 3)     [(0.016398, 0.016333), (0.025747, 0.007179), (0.16576, 0.016194), (0.213764, 0.028581), (0.730509, 0.163042), (0.6604, 0.124051), (0.001298, 0.000132)]
('TN', 25)     [(0.077637, 0.028047), (0.032605, 0.009833), (0.224977, 0.026656), (0.175588, 0.027795), (0.779704, 0.143495), (0.217773, 0.00589), (0.001169, 0.000121)]
('TN', 50)     [(0.034424, 0.020809), (0.026005, 0.007753), (0.132669, 0.02078), (0.247284, 0.030889), (0.712606, 0.175379), (0.462402, 0.014983), (0.000789, 0.000109)]
('TN', 75)     [(0.015218, 0.016732), (0.024063, 0.007665), (0.088963, 0.016501), (0.336979, 0.039332), (0.662394, 0.194805), (0.702271, 0.026973), (0.00056, 9.9e-05)]
