('BF', 0)      [(0.0, 0.0), (0.001154, 7.4e-05), (0.002844, 0.000162), (0.440332, 0.006248), (0.649943, 0.088157), (0.99882, 0.000918), (0.467532, 0.049019)]
('GS', 0)      [(0.0, 0.0), (0.0, 0.0), (0.003433, 0.000711), (0.127361, 0.022463), (0.0295, 0.006904), (0.916423, 0.078315), (389.356301, 265.325469)]
('IDP', 0)     [(0.008626, 0.001339), (0.001173, 9.7e-05), (0.067914, 0.000925), (0.021832, 0.001307), (0.938965, 0.052388), (0.06307, 0.003045), (36.144188, 1.518332)]
('IDP', 1)     [(0.021322, 0.001306), (0.004144, 0.000251), (0.171906, 0.001746), (0.025957, 0.001277), (0.992188, 0.006339), (0.028198, 0.002125), (119.111489, 4.234458)]
('IDP', 2)     [(0.085856, 0.003787), (0.031337, 0.001365), (0.363498, 0.002824), (0.086901, 0.003765), (0.997192, 0.00231), (0.007609, 0.000486), (374.70578, 13.075015)]
('IDP', 3)     [(0.001017, 0.000387), (0.001037, 4.1e-05), (0.011356, 0.000347), (0.112366, 0.001095), (0.851725, 0.139446), (0.365763, 0.0144), (5.456889, 0.509166)]
('IDR', 0)     [(0.000651, 0.00038), (0.000793, 3.1e-05), (0.047113, 0.000701), (0.023863, 0.000617), (0.890951, 0.049234), (0.664225, 0.127497), (13.707454, 0.902685)]
('IDR', 1)     [(0.001139, 0.000433), (0.001404, 4.8e-05), (0.1274, 0.001137), (0.013537, 0.000401), (0.953654, 0.052755), (0.666219, 0.151354), (37.978811, 2.523562)]
('IDR', 2)     [(0.003703, 0.000918), (0.003035, 0.000314), (0.28382, 0.002338), (0.011683, 0.001049), (0.98702, 0.008837), (0.700358, 0.096117), (87.19581, 3.791415)]
('IDR', 3)     [(8.1e-05, 0.00019), (0.000754, 2.2e-05), (0.007587, 0.000154), (0.133249, 0.00153), (0.734538, 0.155424), (0.790283, 0.069585), (2.703129, 0.120685)]
('TN', 25)     [(0.001506, 0.00044), (0.001218, 6.8e-05), (0.011394, 0.000505), (0.123505, 0.001357), (0.909668, 0.058493), (0.249512, 0.0), (3.600455, 0.369144)]
('TN', 50)     [(0.00061, 0.000515), (0.001285, 8.4e-05), (0.006078, 0.000324), (0.23777, 0.002934), (0.78064, 0.133258), (0.499471, 0.000141), (2.224882, 0.120701)]
('TN', 75)     [(0.000285, 0.000326), (0.001238, 9.5e-05), (0.003963, 0.000296), (0.343912, 0.004185), (0.655924, 0.190647), (0.749064, 0.00064), (1.486321, 0.154144)]
