('BF', 0)      [(0.0, 0.0), (0.009469, 0.00155), (0.02494, 0.00318), (0.435791, 0.022718), (0.718831, 0.163954), (0.984497, 0.01071), (0.003091, 0.000589)]
('GS', 0)      [(0.0, 0.0), (0.0, 0.0), (0.032214, 0.008393), (0.186771, 0.035064), (0.193115, 0.061896), (0.855754, 0.109053), (0.124872, 0.066825)]
('IDP', 0)     [(0.04008, 0.01087), (0.013774, 0.002565), (0.209186, 0.008834), (0.083268, 0.010508), (0.894938, 0.077003), (0.176229, 0.021177), (0.052532, 0.003755)]
('IDP', 1)     [(0.079631, 0.014587), (0.030562, 0.005461), (0.345443, 0.011449), (0.098515, 0.014186), (0.942424, 0.047285), (0.107951, 0.017612), (0.098605, 0.005878)]
('IDP', 2)     [(0.137492, 0.01711), (0.059244, 0.007966), (0.421876, 0.013956), (0.146082, 0.016764), (0.96167, 0.029753), (0.050781, 0.009459), (0.127605, 0.00595)]
('IDP', 3)     [(0.01241, 0.005779), (0.010827, 0.001546), (0.089106, 0.0061), (0.156065, 0.010631), (0.789307, 0.151458), (0.43103, 0.035227), (0.021999, 0.002023)]
('IDR', 0)     [(0.009196, 0.005362), (0.009992, 0.001582), (0.164836, 0.006787), (0.084225, 0.007064), (0.859741, 0.087313), (0.60026, 0.145205), (0.023046, 0.001109)]
('IDR', 1)     [(0.016886, 0.007015), (0.015493, 0.002362), (0.278106, 0.008999), (0.068148, 0.007392), (0.912313, 0.063859), (0.564412, 0.149733), (0.039361, 0.001554)]
('IDR', 2)     [(0.03007, 0.00902), (0.021136, 0.00348), (0.356151, 0.012077), (0.06759, 0.008602), (0.957723, 0.032887), (0.556885, 0.163942), (0.047313, 0.00188)]
('IDR', 3)     [(0.003092, 0.003913), (0.008594, 0.001228), (0.067262, 0.004614), (0.17839, 0.012011), (0.74585, 0.165768), (0.714803, 0.10085), (0.012247, 0.000941)]
('TN', 25)     [(0.023153, 0.008475), (0.010509, 0.001743), (0.095084, 0.008179), (0.13772, 0.009383), (0.815226, 0.12183), (0.242065, 0.000971), (0.012163, 0.000897)]
('TN', 50)     [(0.009277, 0.00534), (0.010257, 0.001651), (0.051999, 0.005535), (0.239842, 0.013065), (0.729777, 0.169354), (0.49056, 0.004293), (0.008257, 0.000834)]
('TN', 75)     [(0.003296, 0.004109), (0.01029, 0.001625), (0.035219, 0.004184), (0.34102, 0.01843), (0.714152, 0.180285), (0.738037, 0.006136), (0.005664, 0.000776)]
