('BF', 0)      [(0.0, 0.0), (0.029536, 0.013475), (0.090996, 0.02452), (0.40627, 0.067632), (0.659749, 0.197005), (0.882243, 0.075793), (0.00015, 2e-05)]
('GS', 0)      [(0.0, 0.0), (0.0, 0.0), (0.118647, 0.046054), (0.255803, 0.073625), (0.437785, 0.171434), (0.753621, 0.151874), (0.000862, 0.000453)]
('IDP', 0)     [(0.12618, 0.050255), (0.066099, 0.023525), (0.39566, 0.03719), (0.20018, 0.048047), (0.792155, 0.128486), (0.276896, 0.077242), (0.000868, 0.000102)]
('IDP', 1)     [(0.193319, 0.062473), (0.098557, 0.034407), (0.472351, 0.045609), (0.227486, 0.058845), (0.814657, 0.12045), (0.154826, 0.061643), (0.001083, 0.000129)]
('IDP', 2)     [(0.204142, 0.063371), (0.104169, 0.036233), (0.478144, 0.047573), (0.234088, 0.060434), (0.814901, 0.122166), (0.130249, 0.05135), (0.00106, 0.000144)]
('IDP', 3)     [(0.073975, 0.041789), (0.054008, 0.019186), (0.295354, 0.03322), (0.228147, 0.047882), (0.727417, 0.159048), (0.455851, 0.085261), (0.000735, 9e-05)]
('IDR', 0)     [(0.063599, 0.040499), (0.050652, 0.021585), (0.340927, 0.038619), (0.187701, 0.043852), (0.779948, 0.125237), (0.512248, 0.172375), (0.000541, 6.6e-05)]
('IDR', 1)     [(0.097209, 0.047411), (0.064896, 0.024847), (0.418666, 0.044572), (0.180272, 0.043849), (0.840373, 0.095282), (0.425578, 0.176338), (0.000682, 7.7e-05)]
('IDR', 2)     [(0.110433, 0.049595), (0.068621, 0.02665), (0.429484, 0.046538), (0.182582, 0.045802), (0.84904, 0.092179), (0.383586, 0.175737), (0.000655, 8.5e-05)]
('IDR', 3)     [(0.033813, 0.034489), (0.041827, 0.017027), (0.241676, 0.031188), (0.231796, 0.045902), (0.711833, 0.159486), (0.614909, 0.14591), (0.000478, 6.2e-05)]
('TN', 25)     [(0.133993, 0.053653), (0.060341, 0.024545), (0.32177, 0.047524), (0.212507, 0.050811), (0.741903, 0.160155), (0.18571, 0.01067), (0.000411, 5.4e-05)]
('TN', 50)     [(0.06071, 0.039488), (0.038521, 0.01647), (0.193181, 0.038999), (0.255526, 0.046522), (0.656128, 0.187018), (0.424276, 0.029251), (0.000289, 4.8e-05)]
('TN', 75)     [(0.026367, 0.032404), (0.033864, 0.014527), (0.130725, 0.031061), (0.331624, 0.055594), (0.631104, 0.205553), (0.656982, 0.047958), (0.000216, 4.2e-05)]
