('BF', 0)      [(0.0, 0.0), (0.002056, 0.000252), (0.005083, 0.000568), (0.439473, 0.009321), (0.668742, 0.203443), (0.998739, 0.000537), (0.123536, 0.02866)]
('GS', 0)      [(0.0, 0.0), (0.0, 0.0), (0.006115, 0.001419), (0.140968, 0.025154), (0.05188, 0.015755), (0.897624, 0.087419), (46.37437, 35.743905)]
('IDP', 0)     [(0.012329, 0.002246), (0.002189, 0.000242), (0.091079, 0.001686), (0.030241, 0.002266), (0.96224, 0.026096), (0.082764, 0.005496), (6.649001, 0.386102)]
('IDP', 1)     [(0.028768, 0.003006), (0.006761, 0.000621), (0.207007, 0.002339), (0.03559, 0.002999), (0.982585, 0.014968), (0.042358, 0.004151), (18.669532, 0.434954)]
('IDP', 2)     [(0.096639, 0.005337), (0.036541, 0.002111), (0.375668, 0.003924), (0.098426, 0.005304), (0.993286, 0.005154), (0.012736, 0.001133), (48.087165, 1.129233)]
('IDP', 3)     [(0.001872, 0.00086), (0.001828, 0.000117), (0.019186, 0.000808), (0.119825, 0.002687), (0.818156, 0.119887), (0.37972, 0.013722), (1.168192, 0.09088)]
('IDR', 0)     [(0.001139, 0.000551), (0.001506, 8e-05), (0.065107, 0.000852), (0.032606, 0.000877), (0.875773, 0.075427), (0.610433, 0.15438), (2.39847, 0.116168)]
('IDR', 1)     [(0.001953, 0.000864), (0.002613, 0.000165), (0.156666, 0.001882), (0.0206, 0.000979), (0.914591, 0.058284), (0.613241, 0.153771), (5.899034, 0.28371)]
('IDR', 2)     [(0.005859, 0.001351), (0.004903, 0.000319), (0.297953, 0.003041), (0.018227, 0.001075), (0.982992, 0.020222), (0.654338, 0.158305), (11.615821, 0.519851)]
('IDR', 3)     [(0.000244, 0.000432), (0.00144, 0.000109), (0.013641, 0.000646), (0.142776, 0.002857), (0.750814, 0.166984), (0.763387, 0.097721), (0.639991, 0.035705)]
('TN', 25)     [(0.003377, 0.000954), (0.002113, 0.000121), (0.020071, 0.000805), (0.124392, 0.003084), (0.819865, 0.11268), (0.249023, 0.0), (0.773311, 0.033985)]
('TN', 50)     [(0.001343, 0.000632), (0.002205, 0.000229), (0.010697, 0.000854), (0.235803, 0.004808), (0.764648, 0.173044), (0.498698, 0.000551), (0.504535, 0.027412)]
('TN', 75)     [(0.000529, 0.000643), (0.002237, 0.000184), (0.007192, 0.000523), (0.344879, 0.006763), (0.724772, 0.202297), (0.748535, 0.000864), (0.338544, 0.042007)]
