('BF', 0)      [(0.0, 0.0), (0.005756, 0.000934), (0.014744, 0.001862), (0.441133, 0.018429), (0.673258, 0.174724), (0.992147, 0.005179), (0.008969, 0.00177)]
('GS', 0)      [(0.0, 0.0), (0.0, 0.0), (0.019872, 0.004921), (0.16198, 0.029691), (0.131022, 0.039463), (0.872965, 0.086316), (0.870395, 0.549257)]
('IDP', 0)     [(0.026978, 0.005698), (0.007575, 0.00102), (0.161302, 0.005515), (0.059837, 0.005552), (0.914022, 0.06645), (0.140137, 0.014195), (0.231676, 0.012075)]
('IDP', 1)     [(0.056925, 0.009763), (0.018993, 0.003005), (0.296141, 0.006084), (0.07094, 0.009324), (0.960449, 0.035274), (0.080078, 0.010512), (0.504102, 0.016917)]
('IDP', 2)     [(0.122681, 0.01223), (0.050942, 0.005747), (0.408594, 0.010849), (0.127967, 0.012128), (0.981283, 0.016582), (0.034261, 0.004825), (0.802795, 0.051477)]
('IDP', 3)     [(0.006551, 0.002972), (0.006053, 0.000542), (0.054819, 0.002669), (0.140761, 0.005956), (0.786906, 0.157628), (0.412964, 0.030399), (0.074107, 0.006268)]
('IDR', 0)     [(0.004679, 0.00343), (0.005484, 0.000704), (0.12249, 0.004261), (0.062679, 0.004652), (0.867757, 0.08839), (0.607218, 0.144726), (0.091646, 0.003647)]
('IDR', 1)     [(0.009196, 0.003801), (0.008913, 0.001219), (0.232882, 0.005708), (0.046917, 0.00432), (0.914917, 0.061276), (0.583618, 0.156834), (0.175932, 0.005445)]
('IDR', 2)     [(0.01827, 0.005451), (0.013376, 0.00198), (0.336257, 0.008135), (0.045025, 0.005589), (0.972697, 0.022151), (0.599894, 0.156112), (0.244746, 0.007087)]
('IDR', 3)     [(0.00118, 0.001803), (0.004807, 0.000562), (0.040564, 0.002403), (0.163748, 0.00764), (0.774536, 0.164842), (0.740479, 0.094568), (0.040231, 0.003981)]
('TN', 25)     [(0.012248, 0.003952), (0.006175, 0.000655), (0.058029, 0.004034), (0.130715, 0.004934), (0.825073, 0.13469), (0.24589, 0.000873), (0.044281, 0.003873)]
('TN', 50)     [(0.004435, 0.002696), (0.006148, 0.000688), (0.030764, 0.002771), (0.238629, 0.008439), (0.736776, 0.15615), (0.49528, 0.001957), (0.02861, 0.002787)]
('TN', 75)     [(0.002035, 0.002119), (0.006339, 0.000799), (0.021195, 0.002337), (0.344517, 0.011965), (0.711344, 0.185558), (0.744588, 0.003323), (0.020046, 0.003158)]
